sp,support,woodiness,nfixing
Crassula deceptor,F,NA,NA
Crassula decidua,F,NA,NA
Crassula decumbens,F,NA,NA
Crassula deltoidea,F,NA,NA
Crassula dentata,F,NA,NA
Crassula dependens,F,NA,NA
Crassula depressa,F,NA,NA
Crassula dichotoma,F,NA,NA
Crassula dodii,F,NA,NA
Crassula drummondii,F,NA,NA
Crassula elatinoides,F,NA,NA
Crassula elegans,F,NA,NA
Crassula elsieae,F,NA,NA
Crassula ericoides,F,NA,NA
Crassula exilis,F,NA,NA
Crassula expansa,F,NA,NA
Crassula exserta,F,NA,NA
Crassula fallax,F,NA,NA
Crassula fascicularis,F,NA,NA
Crassula filiformis,F,NA,NA
Crassula flanaganii,F,NA,NA
Crassula flava,F,NA,NA
Crassula foveata,F,NA,NA
Crassula fusca,F,NA,NA
Crassula garibina,F,NA,NA
Crassula gemmifera,F,NA,NA
Crassula globularioides,F,NA,NA
Crassula glomerata,F,NA,NA
Crassula grammanthoides,F,NA,NA
Crassula granvikii,F,NA,NA
Crassula grisea,F,NA,NA
Crassula hedbergii,F,NA,NA
Crassula helmsii,A,NA,NA
Crassula hemisphaerica,F,NA,NA
Crassula hirsuta,F,NA,NA
Crassula hirtipes,F,NA,NA
Crassula humbertii,F,NA,NA
Crassula hunua,F,NA,NA
Crassula inandensis,F,NA,NA
Crassula inanis,F,NA,NA
Crassula intermedia,F,NA,NA
Crassula kirkii,F,NA,NA
Crassula lactea,F,NA,NA
Crassula lanuginosa,F,NA,NA
Crassula lasiantha,F,NA,NA
Crassula latibracteata,F,NA,NA
Crassula leachii,F,NA,NA
Crassula longipes,F,NA,NA
Crassula macowaniana,F,NA,NA
Crassula manaia,F,NA,NA
Crassula maputensis,F,NA,NA
Crassula mataikona,F,NA,NA
Crassula mesembrianthemopsis,F,NA,NA
Crassula mesembryanthemoides,F,NA,NA
Crassula micans,F,NA,NA
Crassula minuta,F,NA,NA
Crassula minutissima,F,NA,NA
Crassula mollis,F,NA,NA
Crassula montana,F,NA,NA
Crassula morrumbalensis,F,NA,NA
Crassula moschata,F,NA,NA
Crassula multicaulis,F,NA,NA
Crassula multicava,F,NA,No
Crassula multiceps,F,NA,NA
Crassula multiflora,F,NA,NA
Crassula muricata,F,NA,NA
Crassula muscosa,F,NA,NA
Crassula namaquensis,F,NA,NA
Crassula natalensis,F,NA,NA
Crassula nemorosa,F,NA,NA
Crassula nudicaulis,F,NA,NA
Crassula numaisensis,F,NA,NA
Crassula oblanceolata,F,NA,NA
Crassula obovata,F,NA,NA
Crassula obtusa,F,NA,NA
Crassula orbicularis,F,NA,NA
Crassula ovata,F,NA,NA
Crassula pageae,F,NA,NA
Crassula pallens,F,NA,NA
Crassula papillosa,F,NA,NA
Crassula peculiaris,F,NA,NA
Crassula peduncularis,F,NA,NA
Crassula pellucida,F,NA,NA
Crassula peploides,F,NA,NA
Crassula perfoliata,F,NA,NA
Crassula perforata,F,W,NA
Crassula phascoides,F,NA,NA
Crassula planifolia,F,NA,NA
Crassula plegmatoides,F,NA,NA
Crassula pruinosa,F,NA,NA
Crassula pseudohemisphaerica,F,NA,NA
Crassula pubescens,F,NA,NA
Crassula pustulata,F,NA,NA
Crassula pyramidalis,F,NA,NA
Crassula qoatlhambensis,F,NA,NA
Crassula rhodesica,F,NA,NA
Crassula rogersii,F,NA,NA
Crassula roggeveldii,F,NA,NA
Crassula ruamahanga,F,NA,NA
Crassula rubricaulis,F,NA,NA
Crassula rudolfii,F,NA,NA
Crassula rupestris,F,W,NA
Crassula saginoides,F,NA,NA
Crassula sarcocaulis,F,NA,NA
Crassula sarmentosa,F,NA,NA
Crassula saxifraga,F,NA,NA
Crassula scabra,F,NA,NA
Crassula schimperi,F,NA,NA
Crassula sebaeoides,F,NA,NA
Crassula sediflora,F,NA,NA
Crassula sericea,F,NA,NA
Crassula setulosa,F,NA,NA
Crassula sieberiana,F,H,NA
Crassula simulans,F,NA,NA
Crassula sladenii,F,NA,NA
Crassula smithii,F,NA,NA
Crassula socialis,F,NA,NA
Crassula solieri,F,NA,NA
Crassula southii,F,NA,NA
Crassula spathulata,F,NA,NA
Crassula streyi,F,NA,NA
Crassula strigosa,F,NA,NA
Crassula subacaulis,F,NA,NA
Crassula subaphylla,F,NA,NA
Crassula subulata,F,NA,NA
Crassula susannae,F,NA,NA
Crassula tabularis,F,NA,NA
Crassula tecta,F,NA,NA
Crassula tenuicaulis,F,NA,NA
Crassula tenuipedicellata,F,NA,NA
Crassula tetragona,F,NA,NA
Crassula thunbergiana,F,NA,NA
Crassula tillaea,F,H,NA
Crassula tomentosa,F,NA,NA
Crassula tuberella,F,NA,NA
Crassula umbella,F,NA,NA
Crassula umbellata,F,NA,NA
Crassula umbraticola,F,NA,NA
Crassula undulata,F,NA,NA
Crassula vaginata,F,NA,NA
Crassula vaillantii,F,NA,NA
Crassula venezuelensis,A,NA,NA
Crassula vestita,F,NA,NA
Crassula volkensii,F,NA,NA
Crassula whiteheadii,F,NA,NA
Crassula zombensis,F,NA,NA
Crataegus aberrans,F,NA,NA
Crataegus acutiserrata,F,NA,NA
Crataegus aemula,F,NA,NA
Crataegus aestivalis,F,NA,NA
Crataegus albicans,F,NA,NA
Crataegus alleghaniensis,F,NA,NA
Crataegus alma,F,NA,NA
Crataegus almaatensis,F,NA,NA
Crataegus ambigua,F,NA,NA
Crataegus ambitiosa,F,NA,NA
Crataegus aminii,F,NA,NA
Crataegus anamesa,F,NA,NA
Crataegus ancisa,F,NA,NA
Crataegus annosa,F,NA,NA
Crataegus anomala,F,NA,NA
Crataegus apiomorpha,F,NA,NA
Crataegus aprica,F,NA,NA
Crataegus aquacervensis,F,NA,NA
Crataegus arborea,F,NA,NA
Crataegus arcana,F,NA,NA
Crataegus ardua,F,NA,NA
Crataegus ariifolia,F,NA,NA
Crataegus armena,F,NA,NA
Crataegus arnoldiana,F,NA,NA
Crataegus ashei,F,NA,NA
Crataegus assadii,F,NA,NA
Crataegus assurgens,F,NA,NA
Crataegus ater,F,NA,NA
Crataegus atrofusca,F,NA,NA
Crataegus atrorubens,F,NA,NA
Crataegus atrovirens,F,NA,NA
Crataegus aulica,F,NA,NA
Crataegus aurantia,F,W,NA
Crataegus aurescens,F,NA,NA
Crataegus austromontana,F,NA,NA
Crataegus azarolus,F,W,NA
Crataegus babakhanloui,F,NA,NA
Crataegus basilica,F,NA,NA
Crataegus beadlei,F,NA,NA
Crataegus beata,F,NA,NA
Crataegus berberifolia,F,NA,NA
Crataegus biltmoreana,F,NA,NA
Crataegus bona,F,NA,NA
Crataegus bornmuelleri,F,NA,NA
Crataegus boyntonii,F,NA,NA
Crataegus brachyacantha,F,NA,NA
Crataegus brachyphylla,F,NA,NA
Crataegus brainerdii,F,NA,NA
Crataegus brazoria,F,NA,NA
Crataegus brevipes,F,NA,NA
Crataegus brumalis,F,NA,NA
Crataegus brunetiana,F,NA,NA
Crataegus calpodendron,F,W,NA
Crataegus canadensis,F,NA,NA
Crataegus carrollensis,F,NA,NA
Crataegus castlegarensis,F,NA,NA
Crataegus celsa,F,NA,NA
Crataegus celsiana,F,NA,NA
Crataegus chlorocarpa,F,NA,NA
Crataegus chlorosarca,F,NA,NA
Crataegus chrysocarpa,F,NA,NA
Crataegus chungtienensis,F,NA,NA
Crataegus clarkii,F,NA,NA
Crataegus coccinea,F,W,NA
Crataegus coccinioides,F,NA,NA
Crataegus cognata,F,NA,NA
Crataegus coleae,F,NA,NA
Crataegus collina,F,NA,NA
Crataegus columbiana,F,W,NA
Crataegus compacta,F,NA,NA
Crataegus compta,F,NA,NA
Crataegus condigna,F,NA,NA
Crataegus confinis,F,NA,NA
Crataegus conjungens,F,NA,NA
Crataegus corusca,F,NA,NA
Crataegus craytonii,F,NA,NA
Crataegus crus-galli,F,W,NA
Crataegus cuneata,F,W,NA
Crataegus cupressocollina,F,NA,NA
Crataegus cuprina,F,NA,NA
Crataegus dahurica,F,NA,NA
Crataegus dallasiana,F,NA,NA
Crataegus davisii,F,NA,NA
Crataegus desueta,F,NA,NA
Crataegus dikmensis,F,NA,NA
Crataegus dilatata,F,NA,NA
Crataegus dipyrena,F,NA,NA
Crataegus disjuncta,F,NA,NA
Crataegus dispar,F,NA,NA
Crataegus disperma,F,NA,NA
Crataegus dispessa,F,NA,NA
Crataegus dissona,F,NA,NA
Crataegus distincta,F,NA,NA
Crataegus divida,F,NA,NA
Crataegus dodgei,F,NA,NA
Crataegus douglasii,F,W,NA
Crataegus dunbarii,F,NA,NA
Crataegus durobrivensis,F,NA,NA
Crataegus dzhairensis,F,NA,NA
Crataegus egregia,F,NA,NA
Crataegus elliptica,F,NA,NA
Crataegus ellwangeriana,F,NA,NA
Crataegus enderbyensis,F,NA,NA
Crataegus engelmannii,F,NA,NA
Crataegus erythrocarpa,F,NA,NA
Crataegus erythropoda,F,NA,NA
Crataegus evansiana,F,NA,NA
Crataegus exilis,F,NA,NA
Crataegus eximia,F,NA,NA
Crataegus extraria,F,NA,NA
Crataegus fastosa,F,NA,NA
Crataegus faxonii,F,NA,NA
Crataegus ferganensis,F,NA,NA
Crataegus filipes,F,NA,NA
Crataegus flabellata,F,NA,NA
Crataegus flava,F,NA,NA
Crataegus floridana,F,NA,NA
Crataegus foetida,F,NA,NA
Crataegus fontanesiana,F,NA,NA
Crataegus formosa,F,NA,NA
Crataegus fortunata,F,NA,NA
Crataegus fragilis,F,NA,NA
Crataegus frugiferens,F,NA,NA
Crataegus fruticosa,F,NA,NA
Crataegus fulleriana,F,NA,NA
Crataegus furtiva,F,NA,NA
Crataegus galbana,F,NA,NA
Crataegus gattingeri,F,NA,NA
Crataegus gaylussacia,F,NA,NA
Crataegus gilva,F,NA,NA
Crataegus glabriuscula,F,NA,NA
Crataegus glareosa,F,NA,NA
Crataegus grandifolia,F,NA,NA
Crataegus grandis,F,NA,NA
Crataegus gravis,F,NA,NA
Crataegus greggiana,F,NA,NA
Crataegus grignonensis,F,NA,NA
Crataegus habereri,F,NA,NA
Crataegus haemacarpa,F,NA,NA
Crataegus harbisonii,F,NA,NA
Crataegus harryi,F,NA,NA
Crataegus harveyana,F,NA,NA
Crataegus hatamii,F,NA,NA
Crataegus heldreichii,F,NA,NA
Crataegus heterophylla,F,NA,NA
Crataegus heterophylloides,F,NA,NA
Crataegus hiemalis,F,NA,NA
Crataegus hillii,F,NA,NA
Crataegus hissarica,F,NA,NA
Crataegus holmesiana,F,NA,NA
Crataegus hudsonica,F,NA,NA
Crataegus hupehensis,F,W,NA
Crataegus ideae,F,NA,NA
Crataegus ignava,F,NA,NA
Crataegus illecebrosa,F,NA,NA
Crataegus impar,F,NA,NA
Crataegus improvisa,F,NA,NA
Crataegus incilis,F,NA,NA
Crataegus indicens,F,NA,NA
Crataegus insidiosa,F,NA,NA
Crataegus integra,F,NA,NA
Crataegus integriloba,F,NA,NA
Crataegus intricata,F,NA,NA
Crataegus invicta,F,NA,NA
Crataegus invisa,F,NA,NA
Crataegus iracunda,F,NA,NA
Crataegus irrasa,F,NA,NA
Crataegus isfajramensis,F,NA,NA
Crataegus jackii,F,W,NA
Crataegus jesupii,F,NA,NA
Crataegus johnstonii,F,NA,NA
Crataegus jonesae,F,NA,NA
Crataegus jozana,F,NA,NA
Crataegus kansuensis,F,NA,NA
Crataegus karadaghensis,F,NA,NA
Crataegus kelloggii,F,NA,NA
Crataegus kennedyi,F,NA,NA
Crataegus khatamsazae,F,NA,NA
Crataegus klokovii,F,NA,NA
Crataegus knieskerniana,F,NA,NA
Crataegus knorringiana,F,NA,NA
Crataegus kurdistanica,F,NA,NA
Crataegus kyrtostyla,F,NA,NA
Crataegus lacrimata,F,NA,NA
Crataegus laevigata,F,W,NA
Crataegus lambertiana,F,NA,NA
Crataegus lanata,F,NA,NA
Crataegus lancei,F,NA,NA
Crataegus laneyi,F,NA,NA
Crataegus lanuginosa,F,NA,NA
Crataegus latebrosa,F,NA,NA
Crataegus laurentiana,F,NA,NA
Crataegus lavallei,F,NA,NA
Crataegus laxiflora,F,NA,NA
Crataegus lecta,F,NA,NA
Crataegus leiophylla,F,NA,NA
Crataegus lemingtonensis,F,NA,NA
Crataegus leonensis,F,NA,NA
Crataegus lettermanii,F,NA,NA
Crataegus levis,F,NA,NA
Crataegus limaria,F,NA,NA
Crataegus limata,F,NA,NA
Crataegus limnophila,F,NA,NA
Crataegus lobulata,F,NA,NA
Crataegus locuples,F,NA,NA
Crataegus longipes,F,NA,NA
Crataegus lucorum,F,NA,NA
Crataegus lumaria,F,NA,NA
Crataegus mackenzii,F,NA,NA
Crataegus macracantha,F,NA,NA
Crataegus macrocarpa,F,W,No
Crataegus macrosperma,F,NA,NA
Crataegus magniflora,F,NA,NA
Crataegus maligna,F,NA,NA
Crataegus mansfieldensis,F,NA,NA
Crataegus margarettae,F,NA,NA
Crataegus marshallii,F,NA,NA
Crataegus maximowiczii,F,W,NA
Crataegus media,F,NA,NA
Crataegus menandiana,F,NA,NA
Crataegus mendosa,F,NA,NA
Crataegus meridionalis,F,NA,NA
Crataegus merita,F,NA,NA
Crataegus mexicana,F,NA,NA
Crataegus meyeri,F,NA,NA
Crataegus michauxii,F,NA,NA
Crataegus microphylla,F,NA,NA
Crataegus mira,F,NA,NA
Crataegus miranda,F,NA,NA
Crataegus mollis,F,W,NA
Crataegus monogyna,F,W,No
Crataegus multiflora,F,NA,NA
Crataegus munda,F,NA,NA
Crataegus nananixonii,F,NA,NA
Crataegus necopinata,F,NA,NA
Crataegus nelsonii,F,NA,NA
Crataegus neobaxteri,F,NA,NA
Crataegus neobushii,F,NA,NA
Crataegus nevadensis,F,NA,NA
Crataegus nigra,F,NA,NA
Crataegus nitida,F,W,NA
Crataegus nitidula,F,NA,NA
Crataegus noelensis,F,NA,NA
Crataegus notha,F,NA,NA
Crataegus nuda,F,NA,NA
Crataegus okanaganensis,F,NA,NA
Crataegus okennonii,F,NA,NA
Crataegus opaca,F,NA,NA
Crataegus opima,F,NA,NA
Crataegus opulens,F,NA,NA
Crataegus orbicularis,F,NA,NA
Crataegus oresbia,F,W,NA
Crataegus orientalis,F,NA,NA
Crataegus ouachitensis,F,NA,NA
Crataegus ovata,F,NA,NA
Crataegus padifolia,F,NA,NA
Crataegus pallasii,F,NA,NA
Crataegus paludosa,F,NA,NA
Crataegus pamiroalaica,F,NA,NA
Crataegus panda,F,NA,NA
Crataegus parryana,F,NA,NA
Crataegus pausiaca,F,NA,NA
Crataegus pearsonii,F,NA,NA
Crataegus pedicellata,F,W,NA
Crataegus peloponnesiaca,F,NA,NA
Crataegus penita,F,NA,NA
Crataegus pennsylvanica,F,NA,NA
Crataegus pentagyna,F,NA,NA
Crataegus pequotorum,F,NA,NA
Crataegus peregrina,F,NA,NA
Crataegus perjucunda,F,NA,NA
Crataegus permixta,F,NA,NA
Crataegus persimilis,F,NA,NA
Crataegus phaenopyrum,F,W,NA
Crataegus phippsii,F,NA,NA
Crataegus pilosa,F,NA,NA
Crataegus pinetorum,F,NA,NA
Crataegus pinguis,F,NA,NA
Crataegus pinnatifida,F,W,NA
Crataegus piperi,F,NA,NA
Crataegus platycarpa,F,NA,NA
Crataegus poliophylla,F,NA,NA
Crataegus polita,F,NA,NA
Crataegus poloniensis,F,NA,NA
Crataegus polyacantha,F,NA,NA
Crataegus populnea,F,NA,NA
Crataegus porrecta,F,NA,NA
Crataegus pratensis,F,NA,NA
Crataegus pringlei,F,NA,NA
Crataegus prona,F,NA,NA
Crataegus pruinosa,F,NA,NA
Crataegus pseudoazarolus,F,NA,NA
Crataegus pseudoheterophylla,F,NA,NA
Crataegus pseudosanguinea,F,NA,NA
Crataegus puberis,F,NA,NA
Crataegus pulcherrima,F,NA,NA
Crataegus punctata,F,W,NA
Crataegus purpurella,F,NA,NA
Crataegus putata,F,NA,NA
Crataegus putnamiana,F,NA,NA
Crataegus pycnoloba,F,W,NA
Crataegus randiana,F,NA,NA
Crataegus ravida,F,NA,NA
Crataegus remotilobata,F,NA,NA
Crataegus resima,F,NA,NA
Crataegus reverchonii,F,NA,NA
Crataegus rhipidophylla,F,NA,No
Crataegus rigens,F,NA,NA
Crataegus rivularis,F,NA,NA
Crataegus rivuloadamensis,F,NA,NA
Crataegus rivulopugnensis,F,NA,NA
Crataegus robesoniana,F,NA,NA
Crataegus robur,F,NA,NA
Crataegus rosei,F,NA,NA
Crataegus rubella,F,NA,NA
Crataegus rubribracteolata,F,NA,NA
Crataegus rubrinervis,F,NA,NA
Crataegus rubrocarnea,F,NA,NA
Crataegus rufula,F,NA,NA
Crataegus rugosa,F,NA,NA
Crataegus russanovii,F,NA,NA
Crataegus sakranensis,F,NA,NA
Crataegus saligna,F,NA,NA
Crataegus sanguinea,F,NA,NA
Crataegus sargentii,F,NA,NA
Crataegus scabrida,F,NA,NA
Crataegus scabrifolia,F,NA,NA
Crataegus schuettei,F,NA,NA
Crataegus schumacheri,F,NA,NA
Crataegus secreta,F,NA,NA
Crataegus segnis,F,NA,NA
Crataegus sejuncta,F,NA,NA
Crataegus serratissima,F,NA,NA
Crataegus shaferi,F,NA,NA
Crataegus shandongensis,F,NA,NA
Crataegus sheila-phippsiae,F,NA,NA
Crataegus shensiensis,F,W,NA
Crataegus shirleyensis,F,NA,NA
Crataegus shuswapensis,F,NA,NA
Crataegus sicca,F,NA,NA
Crataegus silvestris,F,NA,NA
Crataegus simulata,F,NA,NA
Crataegus sinaica,F,W,NA
Crataegus songarica,F,NA,NA
Crataegus sorbifolia,F,NA,NA
Crataegus sororia,F,NA,NA
Crataegus spathulata,F,NA,NA
Crataegus spatiosa,F,NA,NA
Crataegus sphaenophylla,F,NA,NA
Crataegus spissa,F,NA,NA
Crataegus spissiflora,F,NA,NA
Crataegus stenosepala,F,NA,NA
Crataegus stolonifera,F,NA,NA
Crataegus stonei,F,NA,NA
Crataegus straminea,F,NA,NA
Crataegus submollis,F,NA,NA
Crataegus suborbiculata,F,NA,NA
Crataegus succulenta,F,NA,NA
Crataegus suksdorfii,F,W,NA
Crataegus sulfurea,F,NA,NA
Crataegus sutherlandensis,F,NA,NA
Crataegus tanacetifolia,F,NA,NA
Crataegus tanuphylla,F,NA,NA
Crataegus taurica,F,NA,NA
Crataegus tecta,F,NA,NA
Crataegus texana,F,NA,NA
Crataegus theodori,F,NA,NA
Crataegus thermopegaea,F,NA,NA
Crataegus tianschanica,F,NA,NA
Crataegus tinctoria,F,NA,NA
Crataegus tortilis,F,NA,NA
Crataegus tracyi,F,NA,NA
Crataegus triflora,F,NA,NA
Crataegus tripartita,F,NA,NA
Crataegus turnerorum,F,NA,NA
Crataegus ucrainica,F,NA,NA
Crataegus uniflora,F,NA,NA
Crataegus ursopedensis,F,NA,NA
Crataegus uvaldensis,F,NA,NA
Crataegus vailiae,F,NA,NA
Crataegus valida,F,NA,NA
Crataegus venusta,F,NA,NA
Crataegus verruculosa,F,NA,NA
Crataegus versuta,F,NA,NA
Crataegus viburnifolia,F,NA,NA
Crataegus viridis,F,NA,NA
Crataegus visenda,F,NA,NA
Crataegus vittata,F,NA,NA
Crataegus vivida,F,NA,NA
Crataegus vulsa,F,NA,NA
Crataegus warneri,F,NA,NA
Crataegus wattiana,F,W,NA
Crataegus whitakeri,F,NA,NA
Crataegus wilsonii,F,W,NA
Crataegus wootoniana,F,NA,NA
Crataegus xanthophylla,F,NA,NA
Crataegus zangezura,F,NA,NA
Craterispermum cerinanthum,F,W,NA
Craterispermum cervicorne,F,NA,NA
Craterispermum motleyanum,F,NA,NA
Craterispermum puffianum,F,NA,NA
Craterispermum schweinfurthii,F,W,NA
Craterocapsa congesta,F,NA,NA
Craterocapsa insizwae,F,NA,NA
Craterocapsa montana,F,NA,NA
Craterocapsa tarsodes,F,NA,NA
Craterosiphon scandens,C,W,NA
Craterostigma plantagineum,F,H,NA
Craterostigma pumilum,F,H,NA
Craterostigma wilmsii,F,NA,NA
Crateva adansonii,F,NA,NA
Crateva excelsa,F,W,NA
Crateva greveana,F,NA,NA
Crateva humblotii,F,NA,NA
Crateva nurvala,F,W,NA
Crateva obovata,F,NA,NA
Crateva religiosa,F,NA,NA
Crateva simplicifolia,F,NA,NA
Crateva tapia,F,W,NA
Crateva unilocularis,F,NA,NA
Cratoxylum arborescens,F,W,NA
Cratoxylum cochinchinense,F,W,NA
Cratoxylum formosum,F,W,NA
Cratoxylum glaucum,F,W,NA
Cratoxylum sumatranum,F,W,NA
Cratylia argentea,C,W,Yes
Cratylia bahiensis,C,NA,NA
Cratylia hypargyraea,C,NA,Yes
Cratylia intermedia,C,NA,NA
Cratylia mollis,C,NA,NA
Cratystylis conocephala,F,W,NA
Crawfurdia angustata,C,NA,NA
Crawfurdia bulleyana,C,NA,NA
Crawfurdia campanulacea,C,NA,NA
Crawfurdia crawfurdioides,F,NA,NA
Crawfurdia delavayi,C,NA,NA
Crawfurdia dimidiata,F,NA,NA
Crawfurdia gracilipes,C,NA,NA
Crawfurdia maculaticaulis,C,NA,NA
Crawfurdia pricei,C,NA,NA
Crawfurdia puberula,C,NA,NA
Crawfurdia semialata,F,NA,NA
Crawfurdia sessiliflora,C,NA,NA
Crawfurdia speciosa,C,NA,NA
Crawfurdia thibetica,C,NA,NA
Crawfurdia tsangshanensis,C,NA,NA
Cremanthodium arnicoides,F,NA,NA
Cremanthodium decaisnei,F,H,NA
Cremanthodium ellisii,F,H,NA
Cremanthodium nanum,F,NA,NA
Cremanthodium oblongatum,F,NA,NA
Cremaspora triflora,C,W,NA
Cremastopus minimus,C,NA,NA
Cremastopus rostratus,C,NA,NA
Cremastosperma brevipes,F,W,NA
Cremastosperma leiophyllum,F,W,NA
Cremastosperma pedunculatum,F,W,NA
Cremastra aphylla,F,NA,NA
Cremastra appendiculata,F,NA,NA
Cremastra guizhouensis,F,NA,NA
Cremastra unguiculata,F,NA,NA
Cremnophila linguifolia,F,NA,NA
Cremocarpon trichanthum,F,NA,NA
Cremolobus bolivianus,F,NA,NA
Cremolobus chilensis,F,NA,NA
Cremolobus subscandens,F,H,NA
Cremosperma maculatum,E,NA,NA
Crenidium spinescens,F,W,NA
Crepidium alagense,F,NA,NA
Crepidium amplectens,F,NA,NA
Crepidium andersonii,F,NA,NA
Crepidium angustifoveum,F,NA,NA
Crepidium aphyllum,F,NA,NA
Crepidium arachnoideum,F,NA,NA
Crepidium arietinum,F,NA,NA
Crepidium aschistum,F,NA,NA
Crepidium atratum,F,NA,NA
Crepidium atrobrachiatum,F,NA,NA
Crepidium atrosanguineum,F,NA,NA
Crepidium auratum,F,NA,NA
Crepidium bahanense,F,NA,NA
Crepidium balabacense,F,NA,NA
Crepidium bancanoides,F,NA,NA
Crepidium bancanum,F,NA,NA
Crepidium bataanense,F,NA,NA
Crepidium bengkulense,F,NA,NA
Crepidium biauritum,F,NA,NA
Crepidium bidentiferum,F,NA,NA
Crepidium binabayense,F,NA,NA
Crepidium bisepalum,F,NA,NA
Crepidium bispiriferum,F,NA,NA
Crepidium brachycaulos,F,NA,NA
Crepidium brachyodontum,F,NA,NA
Crepidium bracteosum,F,NA,NA
Crepidium brevidentatum,F,NA,NA
Crepidium breviscapum,F,NA,NA
Crepidium burbidgei,F,NA,NA
Crepidium calcareum,F,NA,NA
Crepidium calophyllum,F,NA,NA
Crepidium caricoides,F,NA,NA
Crepidium carinatifolium,F,NA,NA
Crepidium carrii,F,NA,NA
Crepidium celebicum,F,NA,NA
Crepidium chlorophrys,F,NA,NA
Crepidium christinae,F,NA,NA
Crepidium circaeum,F,NA,NA
Crepidium clemensii,F,NA,NA
Crepidium comans,F,NA,NA
Crepidium comberi,F,NA,NA
Crepidium commelinifolium,F,NA,NA
Crepidium concavum,F,NA,NA
Crepidium copelandii,F,NA,NA
Crepidium cordanthemon,F,NA,NA
Crepidium cordiglottis,F,NA,NA
Crepidium crenatilobum,F,NA,NA
Crepidium cribbianum,F,NA,NA
Crepidium cruciatum,F,NA,NA
Crepidium cucullatum,F,NA,NA
Crepidium cuneipetalum,F,NA,NA
Crepidium cupreum,F,NA,NA
Crepidium cupuliflorum,F,NA,NA
Crepidium curvatulum,F,NA,NA
Crepidium curviauriculatum,F,NA,NA
Crepidium cyanobrachium,F,NA,NA
Crepidium damusicum,F,NA,NA
Crepidium davaensis,F,NA,NA
Crepidium decumbens,F,NA,NA
Crepidium dentatum,F,NA,NA
Crepidium dewildeanum,F,NA,NA
Crepidium diploceras,F,NA,NA
Crepidium distans,F,NA,NA
Crepidium dolichostachyum,F,NA,NA
Crepidium dresslerianum,F,NA,NA
Crepidium dryadum,F,NA,NA
Crepidium elegans,F,NA,NA
Crepidium elmeri,F,NA,NA
Crepidium epidendrum,F,NA,NA
Crepidium epiphyticum,F,NA,NA
Crepidium euanthum,F,NA,NA
Crepidium exilis,F,NA,NA
Crepidium fasciatum,F,NA,NA
Crepidium fimbriatum,F,NA,NA
Crepidium finetii,F,NA,NA
Crepidium fissum,F,NA,NA
Crepidium flammeum,F,NA,NA
Crepidium flavescens,F,NA,NA
Crepidium flavovirens,F,NA,NA
Crepidium floscularium,F,NA,NA
Crepidium foliosum,F,NA,NA
Crepidium fontinale,F,NA,NA
Crepidium fulvum,F,NA,NA
Crepidium gibbsiae,F,NA,NA
Crepidium godefroyi,F,NA,NA
Crepidium graciliscapum,F,NA,NA
Crepidium graminifolium,F,NA,NA
Crepidium grandiflorum,F,NA,NA
Crepidium grandifolium,F,NA,NA
Crepidium gregorii,F,NA,NA
Crepidium hainanense,E,NA,NA
Crepidium heliophilum,F,NA,NA
Crepidium heliophobum,F,NA,NA
Crepidium hippocrepiformis,F,NA,NA
Crepidium holttumianum,F,NA,NA
Crepidium humeratum,F,NA,NA
Crepidium hutchinsonianum,F,NA,NA
Crepidium hydrophilum,F,NA,NA
Crepidium imthurnii,F,NA,NA
Crepidium incurvum,F,NA,NA
Crepidium inexspectatum,F,NA,NA
Crepidium integrilabium,F,NA,NA
Crepidium irregularis,F,NA,NA
Crepidium josephianum,F,NA,NA
Crepidium junghuhnii,F,NA,NA
Crepidium kabense,F,NA,NA
Crepidium kandae,F,NA,NA
Crepidium kempfii,F,NA,NA
Crepidium kerintjiense,F,NA,NA
Crepidium kerstingianum,F,NA,NA
Crepidium keysseri,F,NA,NA
Crepidium khasianum,F,NA,NA
Crepidium kinabaluense,F,NA,NA
Crepidium klabatense,F,NA,NA
Crepidium klimkoanum,F,NA,NA
Crepidium kobi,F,NA,NA
Crepidium koordersii,F,NA,NA
Crepidium kortylewskianum,F,NA,NA
Crepidium laciniosum,F,NA,NA
Crepidium laeve,F,NA,NA
Crepidium lamii,F,NA,NA
Crepidium langkawiense,F,NA,NA
Crepidium latilabre,F,NA,NA
Crepidium latipetalum,F,NA,NA
Crepidium latisegmentum,F,NA,NA
Crepidium latisepalum,F,NA,NA
Crepidium latum,F,NA,NA
Crepidium lawleri,F,NA,NA
Crepidium laxum,F,NA,NA
Crepidium ledermannii,F,NA,NA
Crepidium leucodon,F,NA,NA
Crepidium lilacinum,F,NA,NA
Crepidium lobatocallosum,F,NA,NA
Crepidium lokonense,F,NA,NA
Crepidium longifolium,F,NA,NA
Crepidium longispicum,F,NA,NA
Crepidium lowii,F,NA,NA
Crepidium lunatum,F,NA,NA
Crepidium luniferum,F,NA,NA
Crepidium lyroglossum,F,NA,NA
Crepidium maaikeae,F,NA,NA
Crepidium maboroensis,F,NA,NA
Crepidium mackinnonii,F,NA,NA
Crepidium macrochilum,F,NA,NA
Crepidium macrophyllum,F,NA,NA
Crepidium macrotis,F,NA,NA
Crepidium mariae,F,NA,NA
Crepidium marsupichilum,F,NA,NA
Crepidium matsudae,F,NA,NA
Crepidium maximowiczianum,F,NA,NA
Crepidium megalanthum,F,NA,NA
Crepidium melanophyllum,F,NA,NA
Crepidium merapiense,F,NA,NA
