sp,support,plant.list.accepted
Phagnalon pycnophyllon,F,TRUE
Phagnalon rupestre,F,TRUE
Phagnalon saxatile,F,TRUE
Phagnalon schweinfurthii,F,TRUE
Phainantha laxiflora,E,TRUE
Phainantha maguirei,E,TRUE
Phainantha myrteoloides,E,TRUE
Phainantha steyermarkii,E,TRUE
Phaius amboinensis,F,TRUE
Phaius antoninae,F,TRUE
Phaius australis,F,TRUE
Phaius baconii,F,TRUE
Phaius borneensis,F,TRUE
Phaius callosus,F,TRUE
Phaius columnaris,F,TRUE
Phaius corymbioides,F,TRUE
Phaius daenikeri,F,TRUE
Phaius delavayi,F,TRUE
Phaius ecalcaratus,F,TRUE
Phaius flavus,F,TRUE
Phaius fragilis,F,TRUE
Phaius grandiflorus,F,TRUE
Phaius gratus,F,TRUE
Phaius hainanensis,F,TRUE
Phaius indigoferus,F,TRUE
Phaius indochinensis,F,TRUE
Phaius klabatensis,F,TRUE
Phaius labiatus,F,TRUE
Phaius luridus,F,TRUE
Phaius lyonii,F,TRUE
Phaius mannii,F,TRUE
Phaius mishmensis,F,TRUE
Phaius montanus,F,TRUE
Phaius nanus,F,TRUE
Phaius occidentalis,F,TRUE
Phaius pauciflorus,F,TRUE
Phaius philippinensis,F,TRUE
Phaius pictus,F,TRUE
Phaius pulchellus,E,TRUE
Phaius reflexipetalus,F,TRUE
Phaius robertsii,F,TRUE
Phaius stenocentron,F,TRUE
Phaius subtrilobus,F,TRUE
Phaius takeoi,F,TRUE
Phaius tankervilleae,F,TRUE
Phaius tenuis,F,TRUE
Phaius tetragonus,F,TRUE
Phaius tonkinensis,F,TRUE
Phaius trichoneurus,F,TRUE
Phaius villosus,F,TRUE
Phaius wallichii,F,TRUE
Phaius wenshanensis,F,TRUE
Phalacraea callitricha,F,TRUE
Phalacraea ecuadorensis,F,TRUE
Phalacraea latifolia,F,TRUE
Phalacraea longipetiolata,F,TRUE
Phalacroseris bolanderi,F,TRUE
Phalaenopsis amabilis,E,TRUE
Phalaenopsis amboinensis,E,TRUE
Phalaenopsis amphitrite,E,TRUE
Phalaenopsis aphrodite,E,TRUE
Phalaenopsis appendiculata,E,TRUE
Phalaenopsis bastianii,E,TRUE
Phalaenopsis bellina,E,TRUE
Phalaenopsis celebensis,E,TRUE
Phalaenopsis chibae,E,TRUE
Phalaenopsis cochlearis,E,TRUE
Phalaenopsis corningiana,E,TRUE
Phalaenopsis cornu-cervi,E,TRUE
Phalaenopsis deliciosa,E,TRUE
Phalaenopsis doweryensis,E,TRUE
Phalaenopsis equestris,E,TRUE
Phalaenopsis fasciata,E,TRUE
Phalaenopsis fimbriata,E,TRUE
Phalaenopsis finleyi,E,TRUE
Phalaenopsis floresensis,E,TRUE
Phalaenopsis fuscata,E,TRUE
Phalaenopsis gersenii,E,TRUE
Phalaenopsis gibbosa,E,TRUE
Phalaenopsis gigantea,E,TRUE
Phalaenopsis hieroglyphica,E,TRUE
Phalaenopsis honghenensis,E,TRUE
Phalaenopsis inscriptiosinensis,E,TRUE
Phalaenopsis intermedia,E,TRUE
Phalaenopsis javanica,E,TRUE
Phalaenopsis kunstleri,E,TRUE
Phalaenopsis leucorrhoda,E,TRUE
Phalaenopsis lindenii,E,TRUE
Phalaenopsis lobbii,E,TRUE
Phalaenopsis lowii,E,TRUE
Phalaenopsis lueddemanniana,E,TRUE
Phalaenopsis luteola,E,TRUE
Phalaenopsis maculata,E,TRUE
Phalaenopsis malipoensis,E,TRUE
Phalaenopsis mannii,E,TRUE
Phalaenopsis mariae,E,TRUE
Phalaenopsis micholitzii,E,TRUE
Phalaenopsis mirabilis,E,TRUE
Phalaenopsis modesta,E,TRUE
Phalaenopsis mysorensis,E,TRUE
Phalaenopsis natmataungensis,E,TRUE
Phalaenopsis pallens,E,TRUE
Phalaenopsis parishii,E,TRUE
Phalaenopsis philippinensis,E,TRUE
Phalaenopsis pulchra,E,TRUE
Phalaenopsis reichenbachiana,E,TRUE
Phalaenopsis robinsonii,E,TRUE
Phalaenopsis rolfeana,E,TRUE
Phalaenopsis rundumensis,E,FALSE
Phalaenopsis sanderiana,E,TRUE
Phalaenopsis schilleriana,E,TRUE
Phalaenopsis singuliflora,E,TRUE
Phalaenopsis speciosa,E,TRUE
Phalaenopsis stobartiana,E,TRUE
Phalaenopsis stuartiana,E,TRUE
Phalaenopsis sumatrana,E,TRUE
Phalaenopsis taenialis,E,TRUE
Phalaenopsis tetraspis,E,TRUE
Phalaenopsis thailandica,E,TRUE
Phalaenopsis valentinii,E,TRUE
Phalaenopsis veitchiana,E,TRUE
Phalaenopsis venosa,E,TRUE
Phalaenopsis violacea,E,TRUE
Phalaenopsis viridis,E,TRUE
Phalaenopsis wilsonii,E,TRUE
Phalaris angusta,F,TRUE
Phalaris aquatica,F,TRUE
Phalaris arundinacea,F,TRUE
Phalaris arvensis,F,FALSE
Phalaris brachystachys,F,TRUE
Phalaris canariensis,F,TRUE
Phalaris coerulescens,F,TRUE
Phalaris lemmonii,F,TRUE
Phalaris lindigii,F,TRUE
Phalaris minor,F,TRUE
Phalaris paradoxa,F,TRUE
Phaleria biflora,F,TRUE
Phaleria chermsideana,F,TRUE
Phaleria clerodendron,F,TRUE
Phaleria glabra,F,TRUE
Phaleria octandra,F,TRUE
Phalocallis coelestis,F,TRUE
Phanera splendens,C,TRUE
Phanerandra esquamata,F,TRUE
Phanerodiscus capuronii,P,FALSE
Phanerodiscus diospyroidea,P,TRUE
Phanerodiscus perrieri,P,TRUE
Pharnaceum albens,F,TRUE
Pharnaceum alpinum,F,TRUE
Pharnaceum aurantium,F,TRUE
Pharnaceum brevicaule,F,TRUE
Pharnaceum ciliare,F,TRUE
Pharnaceum confertum,F,TRUE
Pharnaceum cordifolium,F,TRUE
Pharnaceum croceum,F,TRUE
Pharnaceum detonsum,F,TRUE
Pharnaceum dichotomum,F,TRUE
Pharnaceum elongatum,F,TRUE
Pharnaceum exiguum,F,TRUE
Pharnaceum fluviale,F,TRUE
Pharnaceum gracile,F,TRUE
Pharnaceum incanum,F,TRUE
Pharnaceum lanatum,F,TRUE
Pharnaceum lanuginosum,F,TRUE
Pharnaceum lineare,F,TRUE
Pharnaceum microphyllum,F,TRUE
Pharnaceum rubens,F,TRUE
Pharnaceum scleranthoides,F,TRUE
Pharnaceum serpyllifolium,F,TRUE
Pharnaceum subtile,F,TRUE
Pharnaceum suffruticosum,F,TRUE
Pharnaceum thunbergii,F,TRUE
Pharnaceum trigonum,F,TRUE
Pharnaceum verrucosum,F,TRUE
Pharnaceum viride,F,TRUE
Pharus lappulaceus,F,TRUE
Pharus latifolius,F,TRUE
Pharus parvifolius,F,TRUE
Pharus virescens,F,TRUE
Phaseolodes canum,C,TRUE
Phaseolus acutifolius,C,TRUE
Phaseolus angustissimus,C,TRUE
Phaseolus augusti,C,FALSE
Phaseolus coccineus,C,TRUE
Phaseolus dumosus,C,TRUE
Phaseolus filiformis,C,TRUE
Phaseolus harmsianus,C,TRUE
Phaseolus lunatus,C,TRUE
Phaseolus maculatus,C,TRUE
Phaseolus mollis,C,TRUE
Phaseolus pachyrrhizoides,C,TRUE
Phaseolus parvulus,C,TRUE
Phaseolus pedicellatus,C,TRUE
Phaseolus polymorphus,C,TRUE
Phaseolus polystachios,C,TRUE
Phaseolus reptans,C,TRUE
Phaseolus rimbachii,C,TRUE
Phaseolus ritensis,C,TRUE
Phaseolus vulgaris,C,TRUE
Phaulopsis imbricata,F,TRUE
Phaulopsis semiconica,F,TRUE
Phebalium brachyphyllum,F,FALSE
Phebalium bullatum,F,FALSE
Phebalium daviesii,F,TRUE
Phebalium glandulosum,F,FALSE
Phebalium lachnaeoides,F,TRUE
Phebalium lowanense,F,FALSE
Phebalium nottii,F,FALSE
Phebalium obcordatum,F,FALSE
Phebalium squamulosum,F,FALSE
Phebalium stenophyllum,F,FALSE
Phebalium woombye,F,FALSE
Phedimus middendorffianus,F,TRUE
Phedimus obtusifolius,F,FALSE
Phedimus odontophyllus,F,TRUE
Phedimus selskianus,F,TRUE
Phedimus sichotensis,F,FALSE
Phedimus sikokianus,F,FALSE
Phedimus stevenianus,F,FALSE
Phedimus takesimensis,F,FALSE
Phedimus zokuriensis,F,FALSE
Pheidochloa gracilis,F,TRUE
Pheladenia deformis,F,TRUE
Phellodendron amurense,F,TRUE
Phellodendron chinense,F,TRUE
Phellodendron sachalinense,F,TRUE
Phellolophium decaryi,F,FALSE
Phellolophium madagascariense,F,TRUE
Phelypaea boissieri,P,TRUE
Phelypaea coccinea,P,TRUE
Phemeranthus parviflorus,F,TRUE
Phemeranthus spinescens,F,TRUE
Phenax madagascariensis,F,TRUE
Pherosphaera fitzgeraldii,F,TRUE
Pherosphaera hookeriana,F,TRUE
Phiambolia longifolia,F,FALSE
Phiambolia persistens,F,FALSE
Phiambolia similis,F,FALSE
Philadelphus coronarius,F,TRUE
Philadelphus hirsutus,F,TRUE
Philadelphus inodorus,F,TRUE
Philadelphus karwinskyanus,C,TRUE
Philadelphus lewisii,F,TRUE
Philadelphus microphyllus,F,TRUE
Philadelphus pubescens,F,TRUE
Philadelphus satsumi,F,TRUE
Philadelphus schrenkii,F,TRUE
Philadelphus sericanthus,F,TRUE
Philenoptera bussei,F,TRUE
Philenoptera cyanescens,C,TRUE
Philenoptera nelsii,F,TRUE
Philenoptera sutherlandii,F,FALSE
Philenoptera violacea,F,TRUE
Philesia magellanica,C,TRUE
Philgamia brachystemon,F,TRUE
Philgamia glabrifolia,F,TRUE
Philgamia hibbertioides,C,TRUE
Philibertia campanulata,C,TRUE
Philibertia parviflora,C,TRUE
Philibertia solanoides,C,TRUE
Philippiamra amarantodes,F,FALSE
Phillyrea angustifolia,F,TRUE
Phillyrea latifolia,F,TRUE
Philodendron acreanum,C,TRUE
Philodendron acutifolium,C,TRUE
Philodendron adhatodifolium,C,TRUE
Philodendron advena,C,TRUE
Philodendron aemulum,C,TRUE
Philodendron alatum,C,TRUE
Philodendron alticola,C,TRUE
Philodendron ampamii,C,TRUE
Philodendron amplisinum,C,TRUE
Philodendron ampullaceum,C,TRUE
Philodendron anaadu,C,TRUE
Philodendron ancuashii,C,TRUE
Philodendron angustialatum,C,TRUE
Philodendron angustilobum,C,TRUE
Philodendron angustisectum,C,TRUE
Philodendron anisotomum,C,TRUE
Philodendron annulatum,C,TRUE
Philodendron antonioanum,C,TRUE
Philodendron appendiculatum,C,TRUE
Philodendron appunii,C,TRUE
Philodendron aristeguietae,C,TRUE
Philodendron aromaticum,C,TRUE
Philodendron asplundii,C,TRUE
Philodendron atabapoense,C,TRUE
Philodendron aurantiifolium,C,TRUE
Philodendron aurantispadix,C,TRUE
Philodendron auriculatum,C,TRUE
Philodendron auritum,C,TRUE
Philodendron avenium,C,TRUE
Philodendron azulitense,C,TRUE
Philodendron bakeri,C,TRUE
Philodendron barbourii,C,TRUE
Philodendron basii,C,TRUE
Philodendron basivaginatum,C,TRUE
Philodendron baudoense,C,TRUE
Philodendron bederaceurri,C,FALSE
Philodendron beniteziae,C,TRUE
Philodendron billietiae,C,TRUE
Philodendron bipennifolium,C,TRUE
Philodendron bipinnatifidum,C,TRUE
Philodendron blanchetianum,C,TRUE
Philodendron bogotense,C,TRUE
Philodendron borgesii,C,TRUE
Philodendron brandii,C,TRUE
Philodendron brandtianum,C,TRUE
Philodendron brasiliense,F,TRUE
Philodendron breedlovei,C,TRUE
Philodendron brenesii,C,TRUE
Philodendron brent-berlinii,C,TRUE
Philodendron brevispathum,C,TRUE
Philodendron brewsterense,C,TRUE
Philodendron buchtienii,C,TRUE
Philodendron buntingianum,C,TRUE
Philodendron burgeri,C,TRUE
Philodendron burle-marxii,C,TRUE
Philodendron calatheifolium,C,TRUE
Philodendron callosum,C,TRUE
Philodendron camposportoanum,C,TRUE
Philodendron canaimae,C,TRUE
Philodendron canicaule,C,TRUE
Philodendron cardonii,C,TRUE
Philodendron cardosoi,C,TRUE
Philodendron carinatum,C,TRUE
Philodendron caudatum,C,TRUE
Philodendron chinchamayense,C,TRUE
Philodendron chiriquense,C,TRUE
Philodendron chirripoense,C,TRUE
Philodendron chrysocarpum,C,TRUE
Philodendron clewellii,C,TRUE
Philodendron colombianum,C,TRUE
Philodendron coloradense,C,TRUE
Philodendron condorcanquense,C,TRUE
Philodendron conforme,F,TRUE
Philodendron consanguineum,C,TRUE
Philodendron consobrinum,C,TRUE
Philodendron copense,C,TRUE
Philodendron corcovadense,C,TRUE
Philodendron cordatum,C,TRUE
Philodendron coriaceum,C,TRUE
Philodendron correae,C,TRUE
Philodendron cotapatense,C,TRUE
Philodendron cotobrusense,C,TRUE
Philodendron cotonense,C,TRUE
Philodendron craspedodromum,C,TRUE
Philodendron crassinervium,C,TRUE
Philodendron crassispathum,C,TRUE
Philodendron cremersii,C,TRUE
Philodendron cretosum,C,TRUE
Philodendron croatii,C,TRUE
Philodendron cruentum,C,TRUE
Philodendron cuneatum,C,TRUE
Philodendron curvilobum,C,TRUE
Philodendron daniellii,C,TRUE
Philodendron danteanum,C,TRUE
Philodendron davidsei,C,TRUE
Philodendron davidsonii,C,TRUE
Philodendron delascioi,C,TRUE
Philodendron deltoideum,C,TRUE
Philodendron devansayeanum,C,TRUE
Philodendron devianum,C,TRUE
Philodendron dioscoreoides,C,TRUE
Philodendron discretivenium,C,TRUE
Philodendron distantilobum,C,TRUE
Philodendron divaricatum,C,TRUE
Philodendron dodsonii,C,TRUE
Philodendron dolichophyllum,C,TRUE
Philodendron dominicalense,C,TRUE
Philodendron dressleri,C,TRUE
Philodendron dryanderae,C,TRUE
Philodendron duckei,C,TRUE
Philodendron dunstervilleorum,C,TRUE
Philodendron dussii,C,TRUE
Philodendron dwyeri,C,TRUE
Philodendron dyscarpium,C,TRUE
Philodendron eburneum,C,TRUE
Philodendron ecordatum,C,TRUE
Philodendron edenudatum,C,TRUE
Philodendron edmundoi,C,TRUE
Philodendron effusilobum,C,TRUE
Philodendron elegans,C,TRUE
Philodendron elegantulum,C,TRUE
Philodendron englerianum,C,TRUE
Philodendron ensifolium,C,TRUE
Philodendron ernestii,C,TRUE
Philodendron erubescens,C,TRUE
Philodendron eximium,C,TRUE
Philodendron fendleri,E,TRUE
Philodendron ferrugineum,C,TRUE
Philodendron fibrosum,C,TRUE
Philodendron findens,C,TRUE
Philodendron flumineum,C,TRUE
Philodendron folsomii,C,TRUE
Philodendron fortunense,C,TRUE
Philodendron fragile,C,TRUE
Philodendron fraternum,C,TRUE
Philodendron furcatum,C,TRUE
Philodendron giganteum,C,TRUE
Philodendron gigas,C,TRUE
Philodendron glaziovii,C,TRUE
Philodendron gloriosum,C,TRUE
Philodendron gonzalezii,E,TRUE
Philodendron grandifolium,C,TRUE
Philodendron granulare,C,TRUE
Philodendron graveolens,C,TRUE
Philodendron grayumii,C,TRUE
Philodendron grazielae,C,TRUE
Philodendron grenandii,C,TRUE
Philodendron guaiquinimae,F,TRUE
Philodendron guianense,C,TRUE
Philodendron hammelii,F,TRUE
Philodendron hastatum,C,TRUE
Philodendron hatschbachii,C,TRUE
Philodendron hederaceum,C,TRUE
Philodendron henry-pittieri,C,TRUE
Philodendron herbaceum,C,TRUE
Philodendron herthae,C,TRUE
Philodendron heterocraspedon,C,TRUE
Philodendron heterophyllum,C,TRUE
Philodendron holstii,F,TRUE
Philodendron hooveri,C,TRUE
Philodendron hopkinsianum,C,TRUE
Philodendron houlletianum,C,TRUE
Philodendron huashikatii,C,TRUE
Philodendron humile,F,TRUE
Philodendron hylaeae,C,TRUE
Philodendron ichthyoderma,C,TRUE
Philodendron immixtum,C,TRUE
Philodendron inaequilaterum,C,TRUE
Philodendron inconcinnum,C,TRUE
Philodendron inops,C,TRUE
Philodendron insigne,E,TRUE
Philodendron jacquinii,C,TRUE
Philodendron jefense,C,TRUE
Philodendron jodavisianum,C,TRUE
Philodendron jonkerorum,C,TRUE
Philodendron juninense,C,TRUE
Philodendron kautskyi,C,TRUE
Philodendron killipii,C,TRUE
Philodendron knappiae,C,TRUE
Philodendron krauseanum,C,TRUE
Philodendron kroemeri,C,TRUE
Philodendron krugii,E,TRUE
Philodendron lacerum,C,TRUE
Philodendron laticiferum,C,TRUE
Philodendron latifolium,C,TRUE
Philodendron lazorii,C,TRUE
Philodendron leal-costae,C,TRUE
Philodendron lehmannii,C,TRUE
Philodendron lemae,E,TRUE
Philodendron lentii,C,TRUE
Philodendron leyvae,C,TRUE
Philodendron liesneri,C,TRUE
Philodendron ligulatum,C,TRUE
Philodendron lindenianum,C,TRUE
Philodendron lindenii,C,TRUE
Philodendron linguifolium,C,TRUE
Philodendron lingulatum,C,TRUE
Philodendron linnaei,C,TRUE
Philodendron llanense,C,TRUE
Philodendron loefgrenii,C,TRUE
Philodendron longilaminatum,C,TRUE
Philodendron longipedunculatum,C,TRUE
Philodendron longipes,C,TRUE
Philodendron longistilum,C,TRUE
Philodendron lupinum,C,TRUE
Philodendron macroglossum,C,TRUE
Philodendron macropodum,C,TRUE
Philodendron maculatum,C,TRUE
Philodendron madronense,C,TRUE
Philodendron maguirei,C,TRUE
Philodendron malesevichiae,C,TRUE
Philodendron mamei,C,TRUE
Philodendron marahuacae,C,TRUE
Philodendron martianum,C,TRUE
Philodendron martini,C,TRUE
Philodendron mathewsii,C,TRUE
Philodendron mawarinumae,C,TRUE
Philodendron maximum,C,TRUE
Philodendron mcphersonii,C,TRUE
Philodendron megalophyllum,C,TRUE
Philodendron melanochrysum,C,TRUE
Philodendron melinonii,E,TRUE
Philodendron membranaceum,C,TRUE
Philodendron merenbergense,C,TRUE
Philodendron meridense,C,TRUE
Philodendron meridionale,C,FALSE
Philodendron mesae,C,TRUE
Philodendron mexicanum,C,TRUE
Philodendron microstictum,C,TRUE
Philodendron millerianum,C,TRUE
Philodendron minarum,C,TRUE
Philodendron missionum,C,TRUE
Philodendron modestum,C,TRUE
Philodendron monsalveae,C,TRUE
Philodendron montanum,C,TRUE
Philodendron moonenii,C,TRUE
Philodendron morii,C,TRUE
Philodendron multinervum,C,TRUE
Philodendron multispadiceum,C,TRUE
Philodendron muricatum,C,TRUE
Philodendron musifolium,C,TRUE
Philodendron myrmecophilum,C,TRUE
Philodendron nanegalense,C,TRUE
Philodendron narinoense,C,TRUE
Philodendron nebulense,C,TRUE
Philodendron ninoanum,C,TRUE
Philodendron niqueanum,C,TRUE
Philodendron oblanceolatum,C,TRUE
Philodendron obtusilobum,C,TRUE
Philodendron ochrostemon,C,TRUE
Philodendron oligospermum,C,TRUE
Philodendron opacum,C,TRUE
Philodendron orionis,C,TRUE
Philodendron ornatum,C,TRUE
Philodendron pachycaule,C,TRUE
Philodendron palaciosii,C,TRUE
Philodendron panamense,C,TRUE
Philodendron parvilobum,C,TRUE
Philodendron pastazanum,C,TRUE
Philodendron patriciae,C,TRUE
Philodendron paucinervium,C,TRUE
Philodendron paxianum,C,TRUE
Philodendron pedatum,C,TRUE
Philodendron pedunculum,C,TRUE
Philodendron peperomioides,C,TRUE
Philodendron peraiense,C,TRUE
Philodendron perplexum,C,TRUE
Philodendron phlebodes,C,TRUE
Philodendron pimichinese,F,TRUE
Philodendron pinnatifidum,C,TRUE
Philodendron pinnatilobum,C,TRUE
Philodendron pipolyi,C,TRUE
Philodendron pirrense,F,TRUE
Philodendron placidum,C,TRUE
Philodendron planadense,C,TRUE
Philodendron platypetiolatum,C,TRUE
Philodendron platypodum,C,TRUE
Philodendron pogonocaule,C,TRUE
Philodendron polliciforme,C,TRUE
Philodendron popenoei,C,TRUE
Philodendron populneum,C,TRUE
Philodendron prominulinervium,C,TRUE
Philodendron propinquum,C,TRUE
Philodendron pseudauriculatum,C,TRUE
Philodendron pteropus,C,TRUE
Philodendron pterotum,C,TRUE
Philodendron puhuangii,C,TRUE
Philodendron pulchellum,E,TRUE
Philodendron purpureoviride,C,TRUE
Philodendron purulhense,C,TRUE
Philodendron pusillum,C,TRUE
Philodendron quinquenervium,C,TRUE
Philodendron quitense,C,TRUE
Philodendron radiatum,C,TRUE
Philodendron rayanum,C,TRUE
Philodendron remifolium,C,TRUE
Philodendron reticulatum,C,TRUE
Philodendron rhizomatosum,F,TRUE
Philodendron rhodoaxis,C,TRUE
Philodendron rhodospathiphyllum,C,TRUE
Philodendron rigidifolium,C,TRUE
Philodendron riparium,C,TRUE
Philodendron robustum,C,TRUE
Philodendron rodrigueziae,C,TRUE
Philodendron roezlii,C,TRUE
Philodendron rojasianum,C,TRUE
Philodendron romeroi,C,TRUE
Philodendron roraimae,C,TRUE
Philodendron roseocataphyllum,C,TRUE
Philodendron roseopetiolatum,C,TRUE
Philodendron roseospathum,C,TRUE
Philodendron rothschuhianum,C,TRUE
Philodendron rubrocinctum,C,TRUE
Philodendron rubromaculatum,C,TRUE
Philodendron rudgeanum,C,TRUE
Philodendron rugosum,C,TRUE
Philodendron ruizii,C,TRUE
Philodendron sagittifolium,E,TRUE
Philodendron samayense,C,TRUE
Philodendron santodominguense,C,TRUE
Philodendron scalarinerve,C,TRUE
Philodendron schottianum,C,TRUE
Philodendron schottii,C,TRUE
Philodendron scitulum,C,TRUE
Philodendron seguine,C,TRUE
Philodendron senatocarpium,C,TRUE
Philodendron serpens,C,TRUE
Philodendron silverstonei,C,TRUE
Philodendron simmondsii,C,TRUE
Philodendron simonianum,C,TRUE
Philodendron simsii,C,TRUE
Philodendron simulans,C,TRUE
Philodendron smithii,C,TRUE
Philodendron sousae,C,TRUE
Philodendron sparreorum,C,TRUE
Philodendron sphalerum,C,TRUE
Philodendron spiritus-sancti,C,TRUE
Philodendron splitgerberi,C,TRUE
Philodendron spruceanum,E,TRUE
Philodendron squamiferum,C,TRUE
Philodendron squamipetiolatum,C,TRUE
Philodendron standleyi,C,TRUE
Philodendron stenophyllum,C,TRUE
Philodendron straminicaule,C,TRUE
Philodendron striatum,C,TRUE
Philodendron suberosum,C,TRUE
Philodendron subhastatum,C,TRUE
Philodendron subincisum,C,TRUE
Philodendron sucrense,E,TRUE
Philodendron sulcatum,C,TRUE
Philodendron sulcicaule,C,TRUE
Philodendron swartiae,C,TRUE
Philodendron tachirense,C,TRUE
Philodendron tarmense,C,TRUE
Philodendron tatei,C,TRUE
Philodendron tenue,C,TRUE
Philodendron tenuipes,C,TRUE
Philodendron tenuispadix,C,TRUE
Philodendron teretipes,C,TRUE
Philodendron thalassicum,C,TRUE
Philodendron thaliifolium,C,TRUE
Philodendron tortum,C,TRUE
Philodendron toshibae,C,TRUE
Philodendron traunii,C,TRUE
Philodendron triangulare,C,TRUE
Philodendron tricostatum,C,TRUE
Philodendron tripartitum,C,TRUE
Philodendron triplum,E,TRUE
Philodendron trojitense,C,TRUE
Philodendron trujilloi,C,TRUE
Philodendron tuerckheimii,C,TRUE
Philodendron tweedieanum,F,TRUE
Philodendron tysonii,C,TRUE
Philodendron ubigantupense,C,TRUE
Philodendron uleanum,C,TRUE
Philodendron uliginosum,F,TRUE
Philodendron undulatum,C,TRUE
Philodendron urraoense,C,TRUE
Philodendron utleyanum,C,TRUE
Philodendron validinervium,C,TRUE
Philodendron vargealtense,C,TRUE
Philodendron variifolium,C,TRUE
Philodendron venosum,F,TRUE
Philodendron ventricosum,C,TRUE
Philodendron venulosum,C,TRUE
Philodendron venustifoliatum,C,TRUE
Philodendron venustum,E,TRUE
Philodendron verapazense,C,TRUE
Philodendron verrucapetiolum,C,TRUE
Philodendron verrucosum,C,TRUE
Philodendron victoriae,C,TRUE
Philodendron viride,C,TRUE
Philodendron wallisii,C,TRUE
Philodendron warszewiczii,C,TRUE
Philodendron weberbaueri,C,TRUE
Philodendron wendlandii,F,TRUE
Philodendron werkhoveniae,C,TRUE
Philodendron wilburii,C,TRUE
Philodendron wittianum,C,TRUE
Philodendron woronowii,C,TRUE
Philodendron wullschlaegelii,C,TRUE
Philodendron wurdackii,C,TRUE
Philodendron xanadu,F,TRUE
Philodendron yavitense,C,TRUE
Philodendron yutajense,F,TRUE
Philodendron zhuanum,C,TRUE
Philoglossa blakei,F,FALSE
Philoglossa mimuloides,F,TRUE
Philoglossa peruviana,F,TRUE
Philoglossa pterocarpa,F,FALSE
Philoglossa purpureodisca,F,FALSE
Philonotion americanum,F,TRUE
Philonotion bolivaranum,F,TRUE
Philonotion spruceanum,F,TRUE
Philotheca freyciana,F,FALSE
Philydrella drummondii,F,TRUE
Philydrella pygmaea,F,TRUE
Philydrum lanuginosum,F,TRUE
Philyrophyllum schinzii,F,TRUE
Phinaea albolineata,F,TRUE
Phippsia algida,F,TRUE
Phlebocarya ciliata,F,TRUE
Phlebocarya filifolia,F,TRUE
Phlebocarya pilosissima,F,TRUE
Phlebodium aureum,E,TRUE
Phlebodium decumanum,E,TRUE
Phlegmariurus ericifolius,E,TRUE
Phlegmariurus nyalamensis,E,TRUE
Phlegmariurus ovatifolius,E,TRUE
Phlegmariurus phylicifolius,E,TRUE
Phlegmariurus shangsiensis,E,TRUE
Phlegmatospermum cochlearinum,F,TRUE
Phlegmatospermum eremaeum,F,TRUE
Phlegmatospermum richardsii,F,TRUE
Phleum alpinum,F,TRUE
Phleum arenarium,F,TRUE
Phleum bertolonii,F,TRUE
Phleum crypsoides,F,TRUE
Phleum echinatum,F,TRUE
Phleum himalaicum,F,TRUE
Phleum hirsutum,F,TRUE
Phleum montanum,F,TRUE
Phleum paniculatum,F,TRUE
Phleum phleoides,F,TRUE
Phleum pratense,F,TRUE
Phleum subulatum,F,TRUE
Phloeophila cunabulum,E,TRUE
Phloeophila cymbula,E,TRUE
Phloeophila dasyglossa,E,TRUE
Phloeophila nummularia,E,TRUE
Phloeophila oricola,E,TRUE
Phloeophila pelecaniceps,E,TRUE
Phloeophila peperomioides,E,TRUE
Phloeophila pleurothallopsis,E,TRUE
Phloeophila ursula,E,TRUE
Phloeophila yupanki,E,TRUE
Phlogacanthus grandis,F,FALSE
Phlogacanthus pubinervius,F,TRUE
Phlomidoschema parviflorum,F,TRUE
Phlomis brachyodon,F,TRUE
Phlomis cashmeriana,F,TRUE
Phlomis chrysophylla,F,TRUE
Phlomis crinita,F,TRUE
Phlomis floccosa,F,TRUE
Phlomis fruticosa,F,TRUE
Phlomis herba-venti,F,TRUE
Phlomis lanata,F,TRUE
Phlomis lychnitis,F,TRUE
Phlomis lycia,F,TRUE
Phlomis olivieri,F,TRUE
Phlomis platystegia,F,TRUE
Phlomis purpurea,F,TRUE
Phlomis rigida,F,TRUE
Phlomis stewartii,F,TRUE
Phlomis viscosa,F,TRUE
Phlomoides bracteosa,F,TRUE
Phlomoides labiosa,F,TRUE
Phlomoides lehmanniana,F,TRUE
Phlomoides loasifolia,F,TRUE
Phlomoides spectabilis,F,TRUE
Phlomoides stocksii,F,TRUE
Phlomoides vicaryi,F,TRUE
Phlox drummondii,F,TRUE
Phlyctidocarpa flava,F,TRUE
Phoebanthus grandiflorus,F,TRUE
Phoebanthus tenuifolius,F,TRUE
Phoebe angustifolia,F,TRUE
Phoebe attenuata,F,TRUE
Phoebe benthamiana,F,TRUE
Phoebe bournei,F,TRUE
Phoebe brachythyrsa,F,TRUE
Phoebe breedlovei,F,TRUE
Phoebe calcarea,F,TRUE
Phoebe canescens,F,TRUE
Phoebe cathia,F,TRUE
Phoebe chartacea,F,TRUE
Phoebe chekiangensis,F,TRUE
Phoebe chiapensis,F,TRUE
Phoebe chinensis,F,TRUE
Phoebe crassipedicella,F,TRUE
Phoebe cuneata,F,FALSE
Phoebe faberi,F,TRUE
Phoebe falcata,F,TRUE
Phoebe formosana,F,TRUE
Phoebe fruticosa,F,TRUE
Phoebe glaucifolia,F,TRUE
Phoebe glaucophylla,F,TRUE
Phoebe grandis,F,TRUE
Phoebe hainanensis,F,TRUE
Phoebe hui,F,TRUE
Phoebe hunanensis,F,TRUE
Phoebe hungmoensis,F,TRUE
