Species,NFC,Legume,Order,Family,Data_fixing,Source,Source2,Data_corrected,Species_corrected,Analysed_Werner_etal.
Acacia sutherlandi,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Acacia teniana,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Senegalia tenuifolia,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Acacia tenuissima,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Acacia tephrina,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Acacia tetragonocarpa,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Acacia thomsonii,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Acacia trineura,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Acacia tumida,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Analysed
Acacia umbellata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Acacia undulata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Acacia vera,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Acacia verek,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Acacia wallichiana,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Acacia willdenowiana,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Acacia woodii,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Acacia yirrkallensis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Acacia zanzibarica,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Acaciella villosa,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Acmispon brachycarpus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Analysed
Acmispon maritimus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Acmispon roudairei,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Acosmium lentiscifolium,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Acrocarpus fraxinifolius,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,Data_corrected,No_correction,Analysed
Adenanthera aglaosperma,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Adenanthera bicolor,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Adenanthera intermedia,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Adenocarpus intermedius,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Aeschynomene aspera,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Aeschynomene cannabina,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Aeschynomene hispida,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Aeschynomene javanica,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Aeschynomene leptobotrya,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Aeschynomene nyikensis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Aeschynomene procumbens,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Aeschynomene telekii,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Aeschynomene virginica,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Analysed
Affonsea aptera,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Affonsea bahiensis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Affonsea bullata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Intsia attenuata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Intsia palembanica,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,Species_name_corrected,Not_analysed
Afzelia palembanica,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Afzelia rhomboidea,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Aganope stuhlmannii,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Albizia brownei,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Albizia corbisieri,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Albizia coreana,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Albizia lucida,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Albizia microphylla,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Albizia malacocarpa,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Albizia marginata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Albizia sumatrana,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Vachellia sutherlandii,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Falcataria toona,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Aldina heterophylla,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Aldina latifolia,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Alexa imperatricis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Alhagi pseudalhagi,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Almaleea paludosa,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Alysicarpus rupicola,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Amblygonocarpus andongensis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,Species_name_corrected,Analysed
Amburana cearensis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Amerimnon latifolium,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Amerimnon nigrum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Amicia zygomeris,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,Data_corrected,No_correction,Analysed
Amoria glomerata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Amorpha brachycarpa,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Amorpha californica,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Analysed
Amorpha virgata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Amphicarpaea monoica,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Vataireopsis araroba,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Andira spectabilis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Calliandra parvifolia,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Calliandra strigillosa,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Feuilleea tweedii,Yes,No,Cucurbitales,Cucurbitaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Anthyllis arenaria,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Anthyllis barba,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Anthyllis ensifolia,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Anthyllis rubicunda,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Apuleia leiocarpa,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,Data_corrected,No_correction,Analysed
Apuleia molaris,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Archidendron jiringa,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Archidendron lucidum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,Species_name_corrected,Not_analysed
Argyrolobium calycinum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Argyrolobium linnaeanum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Argyrolobium shirense,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Aspalathus adelphea,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Aspalathus elongata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Aspalathus heterophylla,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Aspalathus hirta,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Aspalathus kougaensis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Aspalathus nivea,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Aspalathus pachyloba,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Analysed
Aspalathus spinosissima,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Aspalathus ternata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Aspalathus tuberculata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus aboriginum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Tragacantha abyssinica,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus allochrous,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Analysed
Astragalus alopecias,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus alopecuroides,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus arthu,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus asymmetricus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus austrosibiricus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus brachyceras,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus chamissonis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus concretus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus cooperi,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus coquimbensis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus crenatus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus dasyglottis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus davuricus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Phyllolobium donianum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus dshimensis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus filicaulis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus australis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus gambellianus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus gilviflorus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus graveolens,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus ispahanicus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus jaegerianus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Tragacantha laxmannii,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus leucocephalus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus lotoides,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus luristanicus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus mucronatus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus narbonensis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus nothoxys,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,Data_corrected,No_correction,Analysed
Astragalus onobrychis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus palmeri,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus pentaglottis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus cysticalyx,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Spiesia pilosa,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus politovii,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus pterostylis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus pyrenaicus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus sikkimensis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Spiesia sordida,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus spatulatus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Analysed
Astragalus stevenianus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Analysed
Astragalus suidunensis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus tenuifoliolosus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus tenuifolius,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus tetragonocarpus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus uliginosus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Analysed
Astragalus vaginatus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus venosus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Astragalus xiphocarpus,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Atylosia volubilis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Atylosia platycarpa,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Cassia ferruginea,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Baikiaea insignis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Baikiaea plurijuga,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Balsamocarpon brevifolium,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Baphia haematoxylon,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Baphia obovata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Baphiopsis parviflora,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Barbieria pinnata,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,Species_name_corrected,Not_analysed
Barbieria polyphylla,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Barnebydendron riedelii,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Baryxylum africanum,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Baryxylum dasyrachis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Baryxylum dubium,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Baryxylum inerme,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia acreana,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia acuminata,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia acuruana,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia alba,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia scandens,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia angulicaulis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia angulosa,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia ornata,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia bauhinioides,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia benthamiana,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia bidentata,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,Species_name_corrected,Not_analysed
Bauhinia binata,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Bauhinia brachycarpa,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia brevipes,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia carronii,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia championii,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia conwayi,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia corymbosa,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia diphylla,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,Species_name_corrected,Not_analysed
Tylosema fassoglensis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia galpinii,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Bauhinia glauca,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia monandra,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Bauhinia kockiana,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia kunthiana,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia longifolia,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia malabarica,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia microstachya,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia multinervia,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia pauletia,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia pentandra,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Bauhinia picta,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia punctata,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Bauhinia purpurea,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Bauhinia reticulata,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Bauhinia rufescens,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Bauhinia tomentosa,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Bauhinia vahlii,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Isoberlinia angolensis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Tetraberlinia bifoliolata,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Berlinia bracteosa,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Berlinia craibiana,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Berlinia grandiflora,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Phaseolodes ferrugineum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Feuilleea anthelmintica,Yes,No,Cucurbitales,Cucurbitaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Inocarpus fragifer,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,Species_name_corrected,Not_analysed
Bocoa mollis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,Species_name_corrected,Not_analysed
Bolusia amboensis,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Borbonia commutata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Borbonia crenata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Borbonia lanceolata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Borbonia pinifolia,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Bossiaea sulcata,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Botor palustris,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Bowringia callicarpa,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Brachysema aphyllum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Brachysema chambersii,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Gastrolobium latifolium,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Gastrolobium praemorsum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Brachysema sericeum,Yes,Yes,Fabales,Fabaceae,Yes,GRIN,None,No_correction,No_correction,Not_analysed
Brachystegia allenii,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Brachystegia boehmii,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Brachystegia bussei,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Brachystegia cynometroides,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Brachystegia floribunda,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Brachystegia glaberrima,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Brachystegia glaucescens,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Brachystegia laurentii,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Analysed
Brachystegia manga,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Brachystegia microphylla,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Brachystegia taxifolia,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Brachystegia utilis,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Brachystegia wangermeeana,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Brasilettia velutina,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
Brodriguesia santosii,Yes,Yes,Fabales,Fabaceae,No,GRIN,None,No_correction,No_correction,Not_analysed
