sp,support,source
Panisea tricallosa,E,eFlora_China
Panisea uniflora,E,eFlora_China
Panisea yunnanensis,E,eFlora_China
Paphiopedilum villosum,E,eFlora_China
Phalaenopsis aphrodite,E,eFlora_China
Phalaenopsis aphrodite,E,eFlora_China
Phalaenopsis deliciosa,E,eFlora_China
Phalaenopsis lobbii,E,eFlora_China
Phalaenopsis malipoensis,E,eFlora_China
Phalaenopsis mannii,E,eFlora_China
Phalaenopsis stobartiana,E,eFlora_China
Phalaenopsis taenialis,E,eFlora_China
Phalaenopsis wilsonii,E,eFlora_China
Pholidota articulata,E,eFlora_China
Pholidota chinensis,E,eFlora_China
Pholidota convallariae,E,eFlora_China
Pholidota imbricata,E,eFlora_China
Pholidota missionariorum,E,eFlora_China
Pholidota pallida,E,eFlora_China
Pholidota protracta,E,eFlora_China
Pholidota yunnanensis,E,eFlora_China
Phreatia caulescens,E,eFlora_China
Phreatia formosana,E,eFlora_China
Phreatia morii,E,eFlora_China
Phreatia taiwaniana,E,eFlora_China
Pinalia acervata,E,eFlora_China
Pinalia amica,E,eFlora_China
Pinalia bipunctata,E,eFlora_China
Pinalia conferta,E,eFlora_China
Pinalia copelandii,E,eFlora_China
Pinalia donnaiensis,E,eFlora_China
Pinalia graminifolia,E,eFlora_China
Pinalia longlingensis,E,eFlora_China
Pinalia obvia,E,eFlora_China
Pinalia ovata,E,eFlora_China
Pinalia pachyphylla,E,eFlora_China
Pinalia spicata,E,eFlora_China
Pinalia stricta,E,eFlora_China
Pinalia yunnanensis,E,eFlora_China
Pleione albiflora,E,eFlora_China
Pleione forrestii,E,eFlora_China
Pleione humilis,E,eFlora_China
Podochilus khasianus,E,eFlora_China
Porpax ustulata,E,eFlora_China
Psilotum nudum,E,eFlora_China
Rhynchanthus beesianus,E,eFlora_China
Schefflera arboricola,E,eFlora_China
Schefflera elliptica,E,eFlora_China
Taeniophyllum glandulosum,E,eFlora_China
Taeniophyllum pusillum,E,eFlora_China
Thelasis khasiana,E,eFlora_China
Thelasis pygmaea,E,eFlora_China
Trichotosia dasyphylla,E,eFlora_China
Trichotosia dongfangensis,E,eFlora_China
Trichotosia microphylla,E,eFlora_China
Utricularia striatula,E,eFlora_China
Vandopsis undulata,E,eFlora_China
Wightia speciosissima,E,eFlora_China
Centropogon cornutus,F,Catalogue_of_the_Vascular_Plants_of_Ecuador
Centropogon granulosus,F,Catalogue_of_the_Vascular_Plants_of_Ecuador
Centropogon cornutus,F,Flora_of_Panama
Drymonia candida,C,Species_List_flora_of_Brazil
Schefflera robusta,E,Flora_of_Panama
Schefflera arboricola,C,eFlora_China
Schefflera elliptica,C,eFlora_China
Schefflera macrophylla,F,eFlora_China
Schefflera pauciflora,C,eFlora_China
Hedera nepalensis,C,eFlora_China
Clusia martiana,H,Catalogue_of_the_Vascular_Plants_of_the_Department_of_Antioquia_(Colombia)
Clusia multiflora,H,Catalogue_of_the_Vascular_Plants_of_the_Department_of_Antioquia_(Colombia)
Ficus americana,H,Catalogue_of_the_Vascular_Plants_of_the_Department_of_Antioquia_(Colombia)
Ficus donnell-smithii,H,Catalogue_of_the_Vascular_Plants_of_the_Department_of_Antioquia_(Colombia)
Ficus paraensis,H,Catalogue_of_the_Vascular_Plants_of_the_Department_of_Antioquia_(Colombia)
Ficus pertusa,H,Catalogue_of_the_Vascular_Plants_of_the_Department_of_Antioquia_(Colombia)
Macrocarpaea browallioides,F,Flora_of_Mesoamerica
Voyriella parviflora,F,Species_List_flora_of_Brazil
Fagraea berteroana,F,Burkill1966
Clusia columnaris,F,Species_List_flora_of_Brazil
Clusia martiana,H,Species_List_flora_of_Brazil
Clusia nemorosa,F,Species_List_flora_of_Brazil
Clusia octandra,F,Species_List_flora_of_Brazil
Clusia columnaris,F,Species_List_flora_of_Brazil
Clusia martiana,H,Catalogue_of_the_Vascular_Plants_of_the_Department_of_Antioquia_(Colombia)
Clusia multiflora,H,Catalogue_of_the_Vascular_Plants_of_the_Department_of_Antioquia_(Colombia)
Clusia amazonica,H,Catalogue_of_the_Vascular_Plants_of_the_Department_of_Antioquia_(Colombia)
Clusia decussata,H,Catalogue_of_the_Vascular_Plants_of_the_Department_of_Antioquia_(Colombia)
Clusia loranthacea,H,Catalogue_of_the_Vascular_Plants_of_the_Department_of_Antioquia_(Colombia)
Clusia minor,H,Catalogue_of_the_Vascular_Plants_of_the_Department_of_Antioquia_(Colombia)
Clusiella axillaris,H,Catalogue_of_the_Vascular_Plants_of_the_Department_of_Antioquia_(Colombia)
Ficus schippii,H,Catalogue_of_the_Vascular_Plants_of_Ecuador
Schefflera epiphytica,H,Catalogue_of_the_Vascular_Plants_of_Ecuador
Blakea rosea,C,Species_List_flora_of_Brazil
Blakea anomala,E,Flora_of_Mesoamerica
Blakea austin-smithii,E,Flora_of_Mesoamerica
Blakea brunnea,E,Flora_of_Mesoamerica
Blakea calycosa,E,Flora_of_Mesoamerica
Blakea chlorantha,E,Flora_of_Mesoamerica
Blakea costaricensis,E,Flora_of_Mesoamerica
Blakea crinita,E,Flora_of_Mesoamerica
Blakea foliacea,E,Flora_of_Mesoamerica
Blakea fuchsioides,E,Flora_of_Mesoamerica
Blakea gracilis,E,Flora_of_Mesoamerica
Blakea grandiflora,E,Flora_of_Mesoamerica
Blakea guatemalensis,E,Flora_of_Mesoamerica
Blakea herrerae,E,Flora_of_Mesoamerica
Blakea litoralis,E,Flora_of_Mesoamerica
Blakea pauciflora,E,Flora_of_Mesoamerica
Blakea penduliflora,E,Flora_of_Mesoamerica
Blakea repens,F,Flora_of_Mesoamerica
Blakea scarlatina,E,Flora_of_Mesoamerica
Blakea storkii,E,Flora_of_Mesoamerica
Blakea subconnata,E,Flora_of_Mesoamerica
Blakea tapantiana,E,Flora_of_Mesoamerica
Blakea tuberculata,E,Flora_of_Mesoamerica
Blakea venusta,E,Flora_of_Mesoamerica
Blakea wilburiana,E,Flora_of_Mesoamerica
Blakea wilsoniorum,E,Flora_of_Mesoamerica
Topobea albertiae,E,Flora_of_Mesoamerica
Topobea brenesii,E,Flora_of_Mesoamerica
Topobea caliginosa,F,Flora_of_Mesoamerica
Topobea calycularis,E,Flora_of_Mesoamerica
Topobea fragrantissima,E,Flora_of_Mesoamerica
Topobea intricata,E,Flora_of_Mesoamerica
Topobea maurofernandeziana,E,Flora_of_Mesoamerica
Topobea multiflora,E,Flora_of_Mesoamerica
Topobea parvifolia,F,Flora_of_Mesoamerica
Topobea pittieri,E,Flora_of_Mesoamerica
Topobea watsonii,E,Flora_of_Mesoamerica
Topobea watsonii,E,Flora_of_Mesoamerica
Celtis iguanaea,F,Species_List_flora_of_Brazil
Celtis iguanaea,F,Species_List_flora_of_Brazil
Celtis iguanaea,F,Species_List_flora_of_Brazil
Celtis iguanaea,C,Peru_Checklist
Celtis iguanaea,C,Peru_Checklist
Celtis iguanaea,F,Peru_Checklist
Celtis iguanaea,F,Peru_Checklist
Chaetachme aristata,F,Catalogue_of_the_Vascular_Plants_of_Madagascar
Impatiens keilii,F,eFlora_China
Allamanda cathartica,C,Species_List_flora_of_Brazil
Skytanthus hancorniifolius,C,Species_List_flora_of_Brazil
Bidens segetum,C,Species_List_flora_of_Brazil
Cereus albicaulis,C,Species_List_flora_of_Brazil
Cereus mirabella,C,Species_List_flora_of_Brazil
Harrisia tortuosa,C,Species_List_flora_of_Brazil
Pilosocereus pentaedrophorus,C,Species_List_flora_of_Brazil
Pseudoacanthocereus brasiliensis,C,Species_List_flora_of_Brazil
Tacinga braunii,C,Species_List_flora_of_Brazil
Tacinga funalis,C,Species_List_flora_of_Brazil
Clusia martiana,C,Species_List_flora_of_Brazil
Clusia octandra,C,Species_List_flora_of_Brazil
Scleria scandens,C,Species_List_flora_of_Brazil
Cavendishia martii,C,Species_List_flora_of_Brazil
Sphyrospermum buxifolium,C,Species_List_flora_of_Brazil
Acalypha stachyura,C,Species_List_flora_of_Brazil
Senna chrysocarpa,C,Species_List_flora_of_Brazil
Senna pendula,C,Species_List_flora_of_Brazil
Senna pilifera,C,Species_List_flora_of_Brazil
Drymonia candida,C,Species_List_flora_of_Brazil
Blakea rosea,C,Species_List_flora_of_Brazil
Heisteria densifrons,C,Species_List_flora_of_Brazil
Heisteria pentandra,C,Species_List_flora_of_Brazil
Heisteria scandens,C,Species_List_flora_of_Brazil
Colanthelia burchellii,C,Species_List_flora_of_Brazil
Colanthelia rhizantha,C,Species_List_flora_of_Brazil
Guadua ciliata,C,Species_List_flora_of_Brazil
Guadua tagoara,C,Species_List_flora_of_Brazil
Drypetes amazonica,C,Species_List_flora_of_Brazil
Galianthe laxa,C,Species_List_flora_of_Brazil
Vouarana anomala,C,Species_List_flora_of_Brazil
Solanum gonyrhachis,C,Species_List_flora_of_Brazil
Solanum seaforthianum,C,Species_List_flora_of_Brazil
Actinocephalus diffusus,F,eMonocot
Metrosideros umbellata,F,nzflora
Mucuna gigantea,F,KeppelTuiwawa2007
Fagraea berteroana,F,KeppelTuiwawa2007
Ficus tinctoria,F,KeppelTuiwawa2007
Anacolosa lutea,F,KeppelTuiwawa2007
Rivina humilis,F,KeppelTuiwawa2007
Lantana camara,C,KeppelTuiwawa2007
Quintinia fawkneri,F,Stevens2001
Navia connata,F,Benzing2000
Navia jauana,F,Benzing2000
Navia phelpsiae,F,Benzing2000
Navia scirpiflora,F,Benzing2000
Ochagavia andina,F,Benzing2000
Ochagavia carnea,F,Benzing2000
Pitcairnia alata,F,Benzing2000
Pitcairnia andreetae,F,Benzing2000
Pitcairnia brittoniana,F,Benzing2000
Pitcairnia brongniartiana,F,Benzing2000
Pitcairnia caricifolia,F,Benzing2000
Pitcairnia carioana,F,Benzing2000
Pitcairnia clarkii,F,Benzing2000
Pitcairnia commixta,F,Benzing2000
Pitcairnia cosangaensis,F,Benzing2000
Pitcairnia diffusa,F,Benzing2000
Pitcairnia elongata,F,Benzing2000
Pitcairnia epiphytica,F,Benzing2000
Pitcairnia fusca,F,Benzing2000
Pitcairnia lymansmithiana,F,Benzing2000
Pitcairnia palmoides,F,Benzing2000
Pitcairnia prolifera,F,Benzing2000
Pitcairnia pungens,F,Benzing2000
Pitcairnia puyoides,F,Benzing2000
Pitcairnia riparia,F,Benzing2000
Pitcairnia squarrosa,F,Benzing2000
Pitcairnia stevensonii,F,Benzing2000
Pitcairnia trianae,F,Benzing2000
Pitcairnia uaupensis,F,Benzing2000
Pitcairnia wendlandii,F,Benzing2000
Euroschinus falcatus,F,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Ficus rubiginosa,F,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Ficus crassipes,F,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Ficus rubiginosa,F,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Ficus pleurocarpa,F,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Ficus obliqua,F,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Ficus subpuberula,F,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Ficus platypoda,F,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Ficus tinctoria,F,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Ficus virgata,F,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Ficus macrophylla,F,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Viscum ovalifolium,F,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Ficus benjamina,F,ISBN:  9781877069246
Ficus virens,F,ISBN:  9781877069246
Ficus watkinsiana,F,http://plantnet.rbgsyd.nsw.gov.au/
Ficus macrophylla,F,http://plantnet.rbgsyd.nsw.gov.au/
Ficus virens,F,http://plantnet.rbgsyd.nsw.gov.au/
Ficus obliqua,F,http://plantnet.rbgsyd.nsw.gov.au/
Ficus superba,F,http://plantnet.rbgsyd.nsw.gov.au/
Ficus rubiginosa,F,http://plantnet.rbgsyd.nsw.gov.au/
Corynocarpus rupestris,F,http://plantnet.rbgsyd.nsw.gov.au/
Ficus carica,F,http://www.flora.sa.gov.au/index.html
Ficus platypoda,F,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Ximenia americana,F,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Hedera helix,F,http://www.flora.sa.gov.au/index.html
Jasminum didymum,F,http://www.flora.sa.gov.au/index.html
Ficus superba,F,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Alchornea scandens,F,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Trema tomentosa,F,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Ziziphus oenopolia,F,ISBN:  9781877069246
Chorizema cordatum,F,ISBN:  9780642568168
Chorizema ilicifolium,F,ISBN:  9780642568168
Chorizema nanum,F,ISBN:  9780642568168
Chorizema retrorsum,F,ISBN:  9780642568168
Chorizema aciculare,F,ISBN:  9780642568168
Chorizema diversifolium,F,ISBN:  9780642568168
Chorizema glycinifolium,F,ISBN:  9780642568168
Chorizema reticulatum,F,ISBN:  9780642568168
Chorizema rhombeum,F,ISBN:  9780642568168
Chorizema spathulatum,F,ISBN:  9780642568168
Pandorea pandorana,F,http://demo1.tmag.tas.gov.au/
Acacia aculeatissima,F,http://plantnet.rbgsyd.nsw.gov.au/
Rubus laciniatus,F,http://plantnet.rbgsyd.nsw.gov.au/
Viscum articulatum,F,http://plantnet.rbgsyd.nsw.gov.au/
Amyema congener,P,ISBN:  0724223444
Trithuria submersa,F,http://www.flora.sa.gov.au/index.html
Citrullus colocynthis,F,http://www.flora.sa.gov.au/index.html
Citrullus lanatus,F,http://www.flora.sa.gov.au/index.html
Cucumis melo,F,http://www.flora.sa.gov.au/index.html
Cucumis myriocarpus,F,http://www.flora.sa.gov.au/index.html
Amphibolis antarctica,F,http://www.flora.sa.gov.au/index.html
Amphibolis griffithii,F,http://www.flora.sa.gov.au/index.html
Drosera peltata,F,http://www.flora.sa.gov.au/index.html
Rhynchosia minima,F,http://www.flora.sa.gov.au/index.html
Orobanche cernua,F,http://www.flora.sa.gov.au/index.html
Posidonia angustifolia,F,http://www.flora.sa.gov.au/index.html
Posidonia coriacea,F,http://www.flora.sa.gov.au/index.html
Posidonia denhartogii,F,http://www.flora.sa.gov.au/index.html
Posidonia sinuosa,F,http://www.flora.sa.gov.au/index.html
Trithuria lanterna,F,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Trithuria bibracteata,F,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Convolvulus erubescens,F,ISBN:  9780642568168
Elatine gratioloides,F,ISBN:  9780642568168
Amphibolis antarctica,F,ISBN:  9780642568168
Amphibolis griffithii,F,ISBN:  9780642568168
Trithuria bibracteata,F,ISBN:  9780642568168
Trithuria filamentosa,F,http://demo1.tmag.tas.gov.au/
Burnettia cuneata,F,http://plantnet.rbgsyd.nsw.gov.au/
Citrullus lanatus,F,http://plantnet.rbgsyd.nsw.gov.au/
Citrullus colocynthis,F,http://plantnet.rbgsyd.nsw.gov.au/
Dendrobium falcorostrum,F,http://plantnet.rbgsyd.nsw.gov.au/
Dendrobium aemulum,F,http://plantnet.rbgsyd.nsw.gov.au/
Dendrobium pugioniforme,F,http://plantnet.rbgsyd.nsw.gov.au/
Dendrobium mortii,F,http://plantnet.rbgsyd.nsw.gov.au/
Dendrobium teretifolium,F,http://plantnet.rbgsyd.nsw.gov.au/
Dendrobium speciosum,F,http://plantnet.rbgsyd.nsw.gov.au/
Dendrobium cucumerinum,F,http://plantnet.rbgsyd.nsw.gov.au/
Dendrobium teretifolium,F,http://plantnet.rbgsyd.nsw.gov.au/
Dendrobium gracilicaule,F,http://plantnet.rbgsyd.nsw.gov.au/
Dendrobium bowmanii,F,http://plantnet.rbgsyd.nsw.gov.au/
Dendrobium striolatum,F,http://plantnet.rbgsyd.nsw.gov.au/
Dendrobium linguiforme,F,http://plantnet.rbgsyd.nsw.gov.au/
Dendrobium kingianum,F,http://plantnet.rbgsyd.nsw.gov.au/
Dendrobium monophyllum,F,http://plantnet.rbgsyd.nsw.gov.au/
Dendrobium melaleucaphilum,F,http://plantnet.rbgsyd.nsw.gov.au/
Dendrobium schneiderae,F,http://plantnet.rbgsyd.nsw.gov.au/
Dendrobium schoeninum,F,http://plantnet.rbgsyd.nsw.gov.au/
Dendrobium speciosum,F,http://plantnet.rbgsyd.nsw.gov.au/
Diplocyclos palmatus,F,http://plantnet.rbgsyd.nsw.gov.au/
Eichhornia crassipes,F,http://plantnet.rbgsyd.nsw.gov.au/
Lemna trisulca,F,http://plantnet.rbgsyd.nsw.gov.au/
Marsilea nubica,F,http://plantnet.rbgsyd.nsw.gov.au/
Marsilea hirsuta,F,http://plantnet.rbgsyd.nsw.gov.au/
Marsilea drummondii,F,http://plantnet.rbgsyd.nsw.gov.au/
Momordica charantia,F,http://plantnet.rbgsyd.nsw.gov.au/
Najas marina,F,http://plantnet.rbgsyd.nsw.gov.au/
Nymphaea alba,F,http://plantnet.rbgsyd.nsw.gov.au/
Nymphaea mexicana,F,http://plantnet.rbgsyd.nsw.gov.au/
Nymphaea gigantea,F,http://plantnet.rbgsyd.nsw.gov.au/
Nymphoides indica,F,http://plantnet.rbgsyd.nsw.gov.au/
Nymphoides montana,F,http://plantnet.rbgsyd.nsw.gov.au/
Orobanche cernua,F,http://plantnet.rbgsyd.nsw.gov.au/
Orobanche minor,F,http://plantnet.rbgsyd.nsw.gov.au/
Ottelia ovalifolia,F,http://plantnet.rbgsyd.nsw.gov.au/
Pistia stratiotes,F,http://plantnet.rbgsyd.nsw.gov.au/
Potamogeton tricarinatus,F,http://plantnet.rbgsyd.nsw.gov.au/
Potamogeton octandrus,F,http://plantnet.rbgsyd.nsw.gov.au/
Potamogeton crispus,F,http://plantnet.rbgsyd.nsw.gov.au/
Potamogeton perfoliatus,F,http://plantnet.rbgsyd.nsw.gov.au/
Potamogeton ochreatus,F,http://plantnet.rbgsyd.nsw.gov.au/
Ruppia megacarpa,F,http://plantnet.rbgsyd.nsw.gov.au/
Ruppia maritima,F,http://plantnet.rbgsyd.nsw.gov.au/
Ruppia polycarpa,F,http://plantnet.rbgsyd.nsw.gov.au/
Spirodela punctata,F,http://plantnet.rbgsyd.nsw.gov.au/
Spirodela polyrrhiza,F,http://plantnet.rbgsyd.nsw.gov.au/
Utricularia gibba,F,http://plantnet.rbgsyd.nsw.gov.au/
Vallisneria nana,F,http://plantnet.rbgsyd.nsw.gov.au/
Wolffia globosa,F,http://plantnet.rbgsyd.nsw.gov.au/
Wolffia angusta,F,http://plantnet.rbgsyd.nsw.gov.au/
Zannichellia palustris,F,http://plantnet.rbgsyd.nsw.gov.au/
Zostera capricorni,F,http://plantnet.rbgsyd.nsw.gov.au/
Zostera muelleri,F,http://plantnet.rbgsyd.nsw.gov.au/
Ancistrachne maidenii,C,http://plantnet.rbgsyd.nsw.gov.au/
Rubus ursinus,C,http://plantnet.rbgsyd.nsw.gov.au/
Blakea rosea,C,DOI: 10.1111/j.1365-2699.2012.02773.x
Clusia grandiflora,C,DOI: 10.1111/j.1365-2699.2012.02773.x
Ficus subulata,C,DOI: 10.1111/j.1365-2699.2012.02773.x
Grevillea laurifolia,C,DOI: 10.1111/j.1365-2699.2012.02773.x
Vitex negundo,C,DOI: 10.1111/j.1365-2699.2012.02773.x
Euroschinus falcatus,C,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Trema tomentosa,C,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
Trema tomentosa,C,http://www.environment.gov.au/biodiversity/abrs/online-resources/flora/main/
